"","replication","l_seq","n_seq","motif","p.value","p.value.adj","criterion","nnoi","n.pos05","n.pos001","n.neg05","n.neg001","n.pos.adj05","n.pos.adj001","n.neg.adj05","n.neg.adj001"
"201",1,20,750,"3.2_2",0.928539630069517,1,"kl",25,0,0,12,3,0,0,3,3
"202",1,20,750,"2.3_3",0.0484701010861575,1,"kl",1,0,0,11,3,0,0,3,3
"203",1,20,750,"3.1.1_0.1",3.58197393405627e-06,0.000807138126474014,"kl",1,0,0,11,2,0,0,2,2
"204",1,20,750,"2.3.4_2.1",3.89364084085742e-07,0.000263210120841961,"kl",1,0,0,11,2,0,0,2,2
"205",1,20,750,"1.4.4_1.2",9.87249478612284e-07,0.000333690323770952,"kl",1,0,0,11,2,0,0,2,2
"206",1,20,750,"3.2_2",0.928539630069517,1,"cs",25,0,0,12,3,0,0,3,3
"207",1,20,750,"2.3_3",0.0484701010861575,1,"cs",1,0,0,11,3,0,0,3,3
"208",1,20,750,"3.1.1_0.1",3.58197393405627e-06,0.000807138126474014,"cs",1,0,0,11,2,0,0,2,2
"209",1,20,750,"2.3.4_2.1",3.89364084085742e-07,0.000263210120841961,"cs",1,0,0,11,2,0,0,2,2
"210",1,20,750,"1.4.4_1.2",9.87249478612284e-07,0.000333690323770952,"cs",1,0,0,11,2,0,0,2,2
"211",1,24,750,"3.2_2",0.241741809907075,1,"ig",25,0,0,9,3,0,0,3,2
"212",1,24,750,"2.3_3",0.00780838378949724,0.990302213478344,"ig",1,0,0,8,3,0,0,3,2
"213",1,24,750,"3.1.1_0.1",0.00884198404891379,0.990302213478344,"ig",1,0,0,8,3,0,0,3,2
"214",1,24,750,"2.3.4_2.1",1.45376526816676e-06,0.000488465130104032,"ig",1,0,0,8,2,0,0,2,1
"215",1,24,750,"1.4.4_1.2",8.29925888012895e-08,5.57710196744665e-05,"ig",1,0,0,8,2,0,0,2,1
"216",1,24,750,"3.2_2",0.241741809907075,1,"kl",25,0,0,9,3,0,0,3,2
"217",1,24,750,"2.3_3",0.00780838378949724,0.990302213478344,"kl",1,0,0,8,3,0,0,3,2
"218",1,24,750,"3.1.1_0.1",0.00884198404891379,0.990302213478344,"kl",1,0,0,8,3,0,0,3,2
"219",1,24,750,"2.3.4_2.1",1.45376526816676e-06,0.000488465130104032,"kl",1,0,0,8,2,0,0,2,1
"220",1,24,750,"1.4.4_1.2",8.29925888012895e-08,5.57710196744665e-05,"kl",1,0,0,8,2,0,0,2,1
